File	Size	MatchedBy	Snippet
mods\starcoop\starcoop.sc2mod\base.sc2data\gamedata\skindata.xml	157930	Symbiote	>          <ReplacementArray Catalog="Model" From="Broodling" To="Hologram_Skin_Symbiote"/>          <ReplacementArray Catalog="Model" From="BroodlingEscort" To="Hologr
mods\liberty.sc2mod\base.sc2data\gamedata\spraypackdata.xml	7438	Abathur	alue="Decal_Spray_0010_01"/>     </CSprayPack>     <CSprayPack id="WarChestZerg_Abathur">         <SprayArray value="Decal_Spray_0011_01"/>     </CSprayPack>     <CSpr
mods\core.sc2mod\base.sc2data\gamedata\stableid.json	829868	Brutalisk	reenDummy"          },          {              "id": 210,              "name": "BrutaliskACGluescreenDummy"          },          {              "id": 211,              "
mods\starcoop\starcoop.sc2mod\base.sc2data\gamedata\conversationdata.xml	4600126	Abathur	             <FacialBlend value="100"/>              <Sound value="acAttackWave_Abathur_185"/>              <OverlapPrevious value="500"/>              <AnimProps valu
campaigns\swarmstory.sc2campaign\base.sc2data\gamedata\conversationdata.xml	5475746	Abathur	ne00115"/>              <Comment value="She is reading the &apos;plans&apos; in Abathur&apos;s head."/>              <FacialBlend value="100"/>              <Sound val
campaigns\libertystory.sc2campaign\base.sc2data\gamedata\conversationstatedata.xml	324458	Brutalisk	 Id="RewardZerg" Value="3"/>          </Indices>          <Indices Id="KillYoungBrutalisk" Name="ConversationState/LabResearchObject/KillYoungBrutalisk">              <I
campaigns\swarmstory.sc2campaign\base.sc2data\gamedata\conversationstatedata.xml	15976	Abathur	yAchievement/RallyTroopsZagara/EditorSuffix"/>          <Indices Id="RallyTroopsAbathur" Name="ConversationState/GrantStoryAchievement/RallyTroopsAbathur" EditorSuffix
mods\liberty.sc2mod\base.sc2data\gamedata\configdata.xml	38529	Abathur	ntentArray value="Commander,Karax"/>         <GameContentArray value="Commander,Abathur"/>         <GameContentArray value="Commander,Alarak"/>         <GameContentArr
mods\liberty.sc2mod\base.sc2data\gamedata\consoleskindata.xml	24561	Abathur	ProductId value="38198"/>     </CConsoleSkin>     <CConsoleSkin id="ConsoleZerg_Abathur" parent="ConsoleBase" assetname="Abathur_ConsoleZerg" race="Zerg">         <Rel
mods\starcoop\starcoop.sc2mod\base.sc2data\gamedata\commanders\futurecommanders.xml	1035793	Abathur	kEnableArray value="BroodLordHangar"/>              <AbilLinkEnableArray value="AbathurSymbioteHangerBrutalisk"/>              <AbilLinkEnableArray value="AbathurSymbi
mods\liberty.sc2mod\base.sc2data\gamedata\commanderdata.xml	88283	Abathur	igeAchievementId value="91475337001654"/>     </CCommander>     <CCommander id="Abathur">         <StoreName value="Commander/StoreName/Abathur"/>         <AttributeId
mods\starcoop\starcoop.sc2mod\base.sc2data\gamedata\commanderdata.xml	1923	Abathur	<?xml version="1.0" encoding="utf-8"?>  <Catalog>      <CCommander id="Abathur">          <UserReference value="PlayerCommanders;ZergAbathur"/>      </CCommander>     
mods\liberty.sc2mod\base.sc2data\gamedata\characterdata.xml	11817	Abathur	<?xml version="1.0" encoding="utf-8"?> <Catalog>     <CCharacter id="AbathurAnnouncer">         <Race value="Zerg"/>         <Voice value="NaturalSoft Graham"/>       
mods\liberty.sc2mod\base.sc2data\gamedata\bundledata.xml	118564	Abathur	alue="SprayPack,iNcontroLTribute_SprayPack"/>      </CBundle>      <CBundle id="AbathurBundle">          <ProductId value="22042"/>          <Flags index="IsFeatured" 
mods\starcoop\commanders\egonstetmann.sc2mod\base.sc2data\gamedata\buttondata.xml	62105	Symbiote	dStetmannBroodlings">          <Icon value="Assets\Textures\btn-unit-collection-symbiote-mecha.dds"/>          <AlertIcon value="Assets\Textures\btn-unit-collection-sym
campaigns\liberty.sc2campaign\base.sc2data\gamedata\buttondata.xml	80445	Leviathan	  <EditorCategories value="Race:Protoss"/>      </CButton>      <CButton id="SS_LeviathanSpawnBombs">          <Icon value="Assets\Textures\btn-unit-zerg-baneling.dds"/>
campaigns\swarm.sc2campaign\base.sc2data\gamedata\buttondata.xml	131990	Biomass	 id="CarryCarcass">          <Icon value="Assets\Textures\btn-ability-zerg-carrybiomass.dds"/>          <EditorCategories value="Race:Zerg"/>      </CButton>      <CBu
mods\liberty.sc2mod\base.sc2data\gamedata\buttondata.xml	204072	Abathur	xtures\btn-missing-kaeo.dds"/>     </CButton>     <CButton id="CommanderPrestigeAbathurBiomass">         <Icon value="Assets\Textures\btn-upgrade-zerg-abathur-biomass.
mods\starcoop\starcoop.sc2mod\base.sc2data\gamedata\buttondata.xml	482032	Abathur	utton id="BiomassPassiveArmor">          <TooltipAppender Validator="HaveMasteryAbathurBiomassRefund" Text="Button/Tooltip/MasteryAbathurBiomassRefundAppend"/>        
campaigns\liberty.sc2campaign\base.sc2data\gamedata\behaviordata.xml	122448	Leviathan	  <ExpireEffect value="Kill"/>      </CBehaviorBuff>      <CBehaviorBuff id="SS_LeviathanBombCollisionCheck">          <EditorCategories value="Race:Zerg,AbilityorEffect
campaigns\swarm.sc2campaign\base.sc2data\gamedata\behaviordata.xml	197367	Biomass	idden" value="1"/>      </CBehaviorBuff>      <CBehaviorBuff id="InfestedProtossBiomass">          <InfoFlags index="Hidden" value="1"/>      </CBehaviorBuff>      <CB
mods\starcoop\starcoop.sc2mod\base.sc2data\gamedata\behaviordata.xml	605896	Abathur	es index="User7" value="1"/>      </CBehaviorBuff>      <CBehaviorAttribute id="AbathurPropArmor">          <InfoFlags index="Hidden" value="1"/>          <EditorCateg
campaigns\swarmstory.sc2campaign\base.sc2data\gamedata\preloaddata.xml	194586	Leviathan	index="Instantiate" value="0"/>      </CPreloadUnit>      <CPreloadUnit id="SMX1LeviathanSet" parent="ZCampaignPreloadUnit">          <NormalConditions value="ZC_InStory
mods\liberty.sc2mod\base.sc2data\gamedata\portraitpackdata.xml	8435	Abathur	BiscuitTribute_TopHat"/>     </CPortraitPack>     <CPortraitPack id="TwitchPrimeAbathur_PortraitPack">         <PortraitArray value="Portrait_TwitchPrime2019_Abathur"/
campaigns\swarm.sc2campaign\base.sc2data\gamedata\requirementdata.xml	88637	Leviathan	UpgradeInCinematicCompleteOnly"/>      </CRequirement>      <CRequirement id="K5LeviathanIsActive">          <NodeArray index="Show" Link="AndCountUpgradeK5LeviathanComp
mods\starcoop\starcoop.sc2mod\base.sc2data\gamedata\requirementdata.xml	345230	Abathur	AirCompleteOnly"/>      </CRequirement>      <CRequirement id="CommanderPrestigeAbathurBiomass">          <NodeArray index="Show" Link="CountUpgradeCommanderPrestigeAb
campaigns\swarm.sc2campaign\base.sc2data\gamedata\requirementnodedata.xml	47035	Leviathan	pleteOnly"/>      </CRequirementAnd>      <CRequirementAnd id="AndCountUpgradeK5LeviathanCompleteOnlyEqCountUnitHotSLeviathanQueuedOrBetter8488000030">          <Tooltip
mods\starcoop\starcoop.sc2mod\base.sc2data\gamedata\requirementnodedata.xml	621447	Abathur	ompleteOnly"/>      </CRequirementAnd>      <CRequirementAnd id="AndCountUpgradeAbathurCommanderCompleteOnlyCountUpgradeCommanderPrestigeAbathurDeepTunnelCompleteOnlyG
mods\swarm.sc2mod\base.sc2data\gamedata\requirementnodedata.xml	86073	Leviathan	uirementCountUpgrade>     <CRequirementCountUpgrade id="CountUpgradeHotSMutaliskLeviathanCompleteOnlyTechTreeCheat">         <Count Link="HotSMutaliskLeviathan" State="C
campaigns\swarmstory.sc2campaign\base.sc2data\gamedata\reverbdata.xml	8144	Leviathan	="SideRight" value="0.25000"/>      </CReverb> -->      <CReverb id="Reverb_Cut_LeviathanMouth_Char">          <Room value="-300"/>          <RoomHF value="-1700"/>     
mods\liberty.sc2mod\base.sc2data\gamedata\rewarddata.xml	655787	Abathur	Zerg.dds"/>      </CRewardVoicePack>      <CRewardVoicePack id="VoicePackProtossAbathur" parent="VoicePackProtossBase" thumbnail="Abathur" voicepack="Abathur" license=
mods\liberty.sc2mod\base.sc2data\gamedata\racebannerpackdata.xml	3113	Abathur	rsion="1.0" encoding="us-ascii"?> <Catalog>     <CRaceBannerPack id="TwitchPrimeAbathur_RaceBannerPack">         <RaceBannerArray value="RaceBanner_Zerg_TwitchPrime201
campaigns\liberty.sc2campaign\base.sc2data\gamedata\weapondata.xml	61531	Leviathan	xtures\btn-upgrade-zerg-airattacks-level0.dds"/>          <DisplayEffect value="LeviathanGroundAttackDamage"/>          <DisplayAttackCount value="4"/>          <TargetF
campaigns\swarm.sc2campaign\base.sc2data\gamedata\weapondata.xml	113466	Leviathan	estedArcliteShockCannonSet"/>      </CWeaponLegacy>      <CWeaponLegacy id="HotSLeviathanAir">          <EditorCategories value="Race:Zerg"/>          <Icon value="Asset
mods\starcoop\starcoop.sc2mod\base.sc2data\gamedata\weapondata.xml	183939	Abathur	     <Period value="1.5"/>      </CWeaponLegacy>      <CWeaponLegacy id="ImpalerAbathur">          <EditorCategories value="Race:Zerg"/>          <Icon value="Assets\T
mods\liberty.sc2mod\base.sc2data\gamedata\emoticondata.xml	36482	Symbiote	on id="pheart">         <Image Index="39"/>     </CEmoticon>     <CEmoticon id="symbiote">         <Image Index="40"/>     </CEmoticon>     <CEmoticon id="locust">     
mods\liberty.sc2mod\base.sc2data\gamedata\emoticonpackdata.xml	63883	Abathur	iconArray value="pheart"/>     </CEmoticonPack>     <CEmoticonPack id="CommanderAbathur">         <ReleaseDate value="6/1/2016"/>         <Image Index="5"/>         <R
campaigns\liberty.sc2campaign\base.sc2data\gamedata\effectdata.xml	303811	Brutalisk	          <ImpactEffect value="FerociousSpewDamage"/>          <AmmoUnit value="BrutaliskWeapon"/>      </CEffectLaunchMissile>      <CEffectCreatePersistent id="GatherS
campaigns\swarm.sc2campaign\base.sc2data\gamedata\effectdata.xml	526073	Leviathan	erglingGas"/>      </CEffectModifyPlayer>      <CEffectCreatePersistent id="HotSLeviathanAirAttackCreatePersistent">          <EditorCategories value="Race:Zerg"/>      
campaigns\void.sc2campaign\base.sc2data\gamedata\effectdata.xml	1019958	Symbiote	  <CEffectSet id="BroodlingEscortImpact">          <EffectArray value="BroodLordSymbioteLaunchVoidShadeAB"/>          <EffectArray value="BroodLordSymbioteLaunchTerrazi
mods\starcoop\starcoop.sc2mod\base.sc2data\gamedata\effectdata.xml	1511222	Abathur	stigeKerriganAbilitiesConvertRage"/>      </CEffectSet>      <CEffectDamage id="AbathurBiomassRefundDummy">          <EditorCategories value=""/>      </CEffectDamage>
mods\liberty.sc2mod\base.sc2data\gamedata\gameuidata.xml	73009	Abathur	.SC2Cutscene" Theme="Nova"/>         <CutsceneAssetPath Path="Cutscenes/MainMenuAbathur.SC2Cutscene" Theme="Abathur"/>         <CutsceneAssetPath Path="Cutscenes/MainM
mods\core.sc2mod\base.sc2data\gamedata\guids\achievement.txt	29106	Abathur	eepSpaceMissions  360=HeartOfTheSwarm  361=ZStoryConversation  362=KerriganHatesAbathur  363=IzshaHidingKerrigan  364=Swarm5Brutal  365=Swarm20Brutal  366=Swarm10Bruta
mods\core.sc2mod\base.sc2data\gamedata\guids\achievementterm.txt	67118	Abathur	ions  757=HeartOfTheSwarm  758=ZStoryConversation_Izsha  759=ZStoryConversation_Abathur  760=ZStoryConversation_Zagara  761=ZStoryConversation_Dehaka  762=ZStoryConver
campaigns\liberty.sc2campaign\base.sc2data\gamedata\lightdata.xml	374374	Brutalisk	orCategories value="LightGroup:Miscellaneous"/>      </CLight>      <CLight id="BrutaliskPortrait" parent="default">          <ToDInfoArray index="0" AmbientColor="0.568
mods\liberty.sc2mod\base.sc2data\gamedata\lightdata.xml	562079	Abathur	rent="default">         <ToDInfoArray index="0">             <Id value="MainMenuAbathur"/>             <AmbientColor value="0.078431,0.156863,0.235294"/>             <
campaigns\swarmstory.sc2campaign\base.sc2data\gamedata\lightdata.xml	105041	Leviathan	ghtGroup:StoryModeCutScenesZerg"/>      </CLight>      <CLight id="SMX1_Korhal1_LeviathanCutscene" parent="default">          <ToDInfoArray index="0" AmbientColor="0.090
mods\balancemultilanmethodcleanedup.sc2mod\base.sc2data\gamedata\modeldata.xml	46506	Mend	ick" parent="RacePersistentSpellFX">          <Model value="Assets\Effects\Zerg\MendBuff\MendBuff.m3"/>          <EditorCategories value="Race:Zerg"/>      </CModel
mods\balancemultislowwarpprism.sc2mod\base.sc2data\gamedata\modeldata.xml	33070	Mend	ick" parent="RacePersistentSpellFX">          <Model value="Assets\Effects\Zerg\MendBuff\MendBuff.m3"/>          <EditorCategories value="Race:Zerg"/>      </CModel
mods\starcoop\commanders\arcturusmengsk.sc2mod\base.sc2data\gamedata\modeldata.xml	104725	Symbiote	ngskAttack" parent="OneShotSpellFX">          <Model value="Assets\Effects\Zerg\SymbioteImpact\SymbioteImpact.m3"/>          <EditorCategories value="Race:Zerg"/>      
mods\starcoop\commanders\egonstetmann.sc2mod\base.sc2data\gamedata\modeldata.xml	67815	Symbiote	X_COOP" COOP="Stetmann" Race="Zerg">          <Model value="Assets\Effects\Zerg\SymbioteImpact\SymbioteImpact.m3"/>      </CModel>      <CModel id="BroodLordStetmann" p
mods\voidprologue.sc2mod\base.sc2data\gamedata\modeldata.xml	63218	Leviathan	ets\Textures\zeratulportrait_static.dds"/>      </CModel>      <CModel id="SMX1_LeviathanT1" parent="SMSET">          <Model value="Assets\StoryModeSets\Zerg\SMX1_Leviat
campaigns\liberty.sc2campaign\base.sc2data\gamedata\modeldata.xml	733145	Brutalisk	       <EditorCategories value="Race:Protoss"/>      </CModel>      <CModel id="BrutaliskWeapon" parent="MissileFX">          <Model value="Assets\Effects\Zerg\RoachMiss
campaigns\swarm.sc2campaign\base.sc2data\gamedata\modeldata.xml	686913	Biomass	      <EditorCategories value="Race:Zerg"/>      </CModel>      <CModel id="ZergBiomassPickup" parent="Unit" Race="Zerg">          <Model value="Assets\Doodads\Defiler
campaigns\void.sc2campaign\base.sc2data\gamedata\modeldata.xml	1270663	Biomass	ing" Race="Protoss">          <Model value="Assets\Buildings\Protoss\ProtossBaseBioMassStorage\ProtossBaseBioMassStorage.m3"/>          <SelectionRadius value="2.00000
mods\balancemulti.sc2mod\base.sc2data\gamedata\modeldata.xml	57965	Mend	ick" parent="RacePersistentSpellFX">          <Model value="Assets\Effects\Zerg\MendBuff\MendBuff.m3"/>          <EditorCategories value="Race:Zerg"/>      </CModel
mods\liberty.sc2mod\base.sc2data\gamedata\modeldata.xml	2163663	Abathur	yRoom_Decorations_Minigun" parent="UIGlue"/>      <CModel id="UI_Screen_MainMenuAbathurLow" parent="UIGlue"/>      <CModel id="UI_Screen_MainMenuAlarakLow" parent="UIG
mods\starcoop\starcoop.sc2mod\base.sc2data\gamedata\modeldata.xml	1681430	Abathur	 <ScaleMin value="0.400000,0.400000,0.400000"/>      </CModel>      <CModel id="AbathurCollectBiomassTarget" parent="PersistentSpellFX">          <Model value="Assets\
mods\voidmulti.sc2mod\base.sc2data\gamedata\modeldata.xml	60117	Mend	ick" parent="RacePersistentSpellFX">          <Model value="Assets\Effects\Zerg\MendBuff\MendBuff.m3"/>          <EditorCategories value="Race:Zerg"/>      </CModel
campaigns\swarmstory.sc2campaign\base.sc2data\gamedata\modeldata.xml	210509	Abathur	ue="Sound"/>              <Time value="4.668000"/>              <Payload value="Abathur_Clicks_Short"/>          </Events>          <Events>              <Anim value="
campaigns\voidstory.sc2campaign\base.sc2data\gamedata\modeldata.xml	255506	Leviathan	Textures\SMX1_ZagaraPortrait_Static.dds"/>      </CModel>      <CModel id="SMX1_LeviathanT1" parent="SMSET">          <Model value="Assets\StoryModeSets\Zerg\SMX1_Leviat
mods\novastoryassets.sc2mod\base.sc2data\gamedata\modeldata.xml	407055	Leviathan	         <SquibTypeDefault value="Flesh"/>      </CModel>      <CModel id="SMX3_Leviathan" parent="SMSET">          <Model value="Assets\StoryModeSets\Zerg\SMX1_Leviatha
campaigns\liberty.sc2campaign\base.sc2data\gamedata\moverdata.xml	45318	Leviathan	AX"/>          </MotionPhases>      </CMoverMissile>      <CMoverMissile id="SS_LeviathanSpawnBombMissile">          <MotionPhases>              <Driver value="Guidance"
mods\starcoop\starcoop.sc2mod\base.sc2data\gamedata\moverdata.xml	90254	Abathur	.2968"/>          </MotionPhases>      </CMoverMissile>      <CMoverMissile id="AbathurLocustEggMissile">          <MotionPhases>              <Driver value="Ballistic
campaigns\liberty.sc2campaign\base.sc2data\gamedata\unitdata.xml	787142	Brutalisk	entFootprint value="Footprint4x4PathingBlocker"/>      </CUnit>      <CUnit id="BrutaliskWeapon" parent="MISSILE">          <Race value="Zerg"/>          <Mover value="M
campaigns\swarm.sc2campaign\base.sc2data\gamedata\unitdata.xml	940102	Biomass	:Destructible,ObjectFamily:Campaign"/>      </CUnit>      <CUnit id="ProtossBaseBioMassStorage">          <DeathRevealRadius value="3"/>          <Race value="Prot"/> 
campaigns\void.sc2campaign\base.sc2data\gamedata\unitdata.xml	947854	Biomass	jectType:Unit,ObjectFamily:Campaign"/>      </CUnit>      <CUnit id="ProtossBaseBioMassStorage">          <MinimapRadius value="0"/>      </CUnit>      <CUnit id="Prot
mods\liberty.sc2mod\base.sc2data\gamedata\unitdata.xml	616838	Brutalisk	       <EditorFlags index="NoPlacement" value="1"/>     </CUnit>     <CUnit id="BrutaliskACGluescreenDummy">         <EditorFlags index="NoPlacement" value="1"/>     </C
mods\starcoop\starcoop.sc2mod\base.sc2data\gamedata\unitdata.xml	1795094	Abathur	xecute" Row="2" Column="1"/>              <LayoutButtons Face="CommanderPrestigeAbathurBrutaliskLocked" Type="Passive" Requirements="CommanderPrestigeAbathurBiomass" R
campaigns\swarmstory.sc2campaign\base.sc2data\gamedata\unitdata.xml	34509	Leviathan	lue="ObjectType:Set,ObjectFamily:Storymode"/>      </CUnit>      <CUnit id="SMX1LeviathanSet" parent="SMSET">          <FlagArray index="Unclickable" value="1"/>        
mods\novastoryassets.sc2mod\base.sc2data\gamedata\unitdata.xml	292322	Brutalisk	in4" Row="2" Column="3"/>          </CardLayouts>      </CUnit>      <CUnit id="Brutalisk">          <FlagArray index="Unstoppable" value="1"/>      </CUnit>      <CUnit
campaigns\swarm.sc2campaign\base.sc2data\gamedata\upgradedata.xml	372831	Brutalisk	<AffectedUnitArray value="PrimalUltralisk"/>          <AffectedUnitArray value="Brutalisk"/>          <AffectedUnitArray value="InfestedAbomination"/>          <Affected
campaigns\void.sc2campaign\base.sc2data\gamedata\upgradedata.xml	415699	Brutalisk	AttackSpeedMultiplierCreep" Value="0.3"/>          <EffectArray Reference="Unit,Brutalisk,AttackSpeedMultiplierCreep" Value="0.3"/>          <EffectArray Reference="Unit
mods\starcoop\starcoop.sc2mod\base.sc2data\gamedata\upgradedata.xml	1299783	Abathur	rrierLaunchSpeedUpgrade"/>      </CUpgrade>      <CUpgrade id="CommanderPrestigeAbathurBiomass" parent="CommanderPrestige">          <EffectArray Reference="Effect,Aba
campaigns\libertystory.sc2campaign\base.sc2data\gamedata\upgradedata.xml	135017	Leviathan	    <CUpgrade id="ZergFlyerArmorsLevel1">          <EffectArray Reference="Unit,Leviathan,LifeArmor" Value="1.000000"/>          <EffectArray Reference="Unit,Leviathan,L
campaigns\swarmstoryutil.sc2mod\base.sc2data\gamedata\userdata.xml	63712	Abathur	         <Field Id="Type"/>              </String>              <String String="Abathur">                  <Field Id="ConversationToken"/>              </String>      
mods\missionpacks\novacampaign.sc2mod\base.sc2data\gamedata\userdata.xml	129319	Leviathan	    <Field Id="Attachment"/>              </Image>              <Unit Unit="SMX1LeviathanSetCalloutPositions">                  <Field Id="Attach Unit"/>              </
mods\starcoop\starcoop.sc2mod\base.sc2data\gamedata\userdata.xml	1637362	Abathur	d Id="Commander"/>              </User>          </Instances-->          <!--   Abathur   -->          <Instances Id="Abathur">              <GameLink GameLink="Comman
campaigns\swarmstory.sc2campaign\base.sc2data\gamedata\userdata.xml	305202	Abathur	        <Field Id="Alias"/>              </String>              <String String="Abathur">                  <Field Id="SceneToken"/>              </String>             
campaigns\voidstory.sc2campaign\base.sc2data\gamedata\userdata.xml	506274	Leviathan	    <Field Id="Attachment"/>              </Image>              <Unit Unit="SMX1LeviathanSetCalloutPositions">                  <Field Id="Attach Unit"/>              </
mods\liberty.sc2mod\base.sc2data\gamedata\voiceoverdata.xml	333055	Abathur	  <Lines Group="Evac" FacialBlend="100"/>     </CVoiceOver>     <CVoiceOver id="AbathurA" parent="GenericZerg">         <Character value="Abathur"/>         <Lines Gro
mods\starcoop\starcoop.sc2mod\base.sc2data\gamedata\voiceoverdata.xml	144644	Abathur	    <Groups Id="LockFirst" SoundParent="ACVO_Pings"/>          <Groups Id="Lock2Abathur" SoundParent="ACVO_Pings"/>          <Groups Id="Lock2Alarak" SoundParent="ACVO
mods\liberty.sc2mod\base.sc2data\gamedata\voicepackdata.xml	32568	Abathur	Line4" Sound="Alert_GamePaused_Preview"/>     </CVoicePack>     <CVoicePack id="Abathur">         <ReleaseDate value="10/17/2016"/>         <ImageTexture value="Assets
campaigns\liberty.sc2campaign\base.sc2data\gamedata\validatordata.xml	38238	Leviathan	lBeamBusy"/>      </CValidatorCombine>      <CValidatorLocationCompareRange id="LeviathanTargetInRange">          <WhichLocation Value="TargetUnit"/>          <Compare v
campaigns\swarm.sc2campaign\base.sc2data\gamedata\validatordata.xml	98105	Brutalisk	ValidatorUnitCompareBehaviorCount>      <CValidatorCombine id="IsNotFlyingAndNotBrutalisk">          <Type value="And"/>          <CombineArray value="IsNotFlying"/>    
mods\starcoop\starcoop.sc2mod\base.sc2data\gamedata\validatordata.xml	325024	Abathur	    </CValidatorCombine>      <CValidatorPlayerRequirement id="CommanderPrestigeAbathurBiomass">          <Find value="1"/>          <Value value="CommanderPrestigeAba
campaigns\swarmstory.sc2campaign\base.sc2data\gamedata\objectivedata.xml	24242	Abathur	 Objective 1"/>          <RequiredCount value="1"/>      </CObjective>      <!--Abathur would like more DNA from the creaturs of Zerus. Much can be learned from them.-
campaigns\liberty.sc2campaign\base.sc2data\triggerlibs\tactical\tactcampai.galaxy	26247	Leviathan	----------------------------------------------------------------------  //  *** Leviathan ***  //------------------------------------------------------------------------
campaigns\swarm.sc2campaign\base.sc2data\triggerlibs\tactical\tactcampai.galaxy	26247	Leviathan	----------------------------------------------------------------------  //  *** Leviathan ***  //------------------------------------------------------------------------
campaigns\void.sc2campaign\base.sc2data\triggerlibs\tactical\tactcampai.galaxy	34788	Leviathan	----------------------------------------------------------------------  //  *** Leviathan ***  //------------------------------------------------------------------------
mods\starcoop\starcoop.sc2mod\base.sc2data\triggerlibs\tactical\tactcampai.galaxy	58044	Leviathan	----------------------------------------------------------------------  //  *** Leviathan ***  //------------------------------------------------------------------------
campaigns\voidstory.sc2campaign\base.sc2data\triggerlibs\voidcampaignmissionlib.galaxy	393849	Mend	   for (;; auto07EB9AE6_u -= 1) {              lv_currentUnit = UnitGroupUnitFromEnd(auto07EB9AE6_g, auto07EB9AE6_u);              if (lv_currentUnit == null) { bre
campaigns\voidstory.sc2campaign\base.sc2data\triggerlibs\voidcampaignstorylib.galaxy	298485	Mend	l);      for (;; auto4254474A_u -= 1) {          lv_indexUnit = UnitGroupUnitFromEnd(auto4254474A_g, auto4254474A_u);          if (lv_indexUnit == null) { break; } 
campaigns\voidstory.sc2campaign\base.sc2data\triggerlibs\voidcampaignuilib.galaxy	575705	Mend	     for (;; autoF6E18BBD_u -= 1) {          autoF6E18BBD_var = UnitGroupUnitFromEnd(autoF6E18BBD_g, autoF6E18BBD_u);          if (autoF6E18BBD_var == null) { break
campaigns\swarmstory.sc2campaign\base.sc2data\triggerlibs\swarmcampaignlib.galaxy	1178519	Abathur	animNameDefault, "Birth", 0, 0.0);          SoundPlayOnUnit(SoundLink("SetPiece_Abathur_Emerge", -1), PlayerGroupAll(), libSwaC_gv_zS_ArmyCustomEggRoomEvolutionMaster,
mods\warcoop\warclassicsystem.sc2mod\base.sc2data\triggerlibs\warclassicsystem.galaxy	75570	Mend	 for (;; autoF9B19856_u -= 1) {              autoF9B19856_var = UnitGroupUnitFromEnd(autoF9B19856_g, autoF9B19856_u);              if (autoF9B19856_var == null) { b
mods\warcoop\warclassicsystem.sc2mod\base.sc2data\triggerlibs\warclassictactical.galaxy	26220	Mend	tAll);      for (;; auto2822F891_u -= 1) {          lv_itUnit = UnitGroupUnitFromEnd(auto2822F891_g, auto2822F891_u);          if (lv_itUnit == null) { break; }    
mods\warcoop\warcoopdata.sc2mod\base.sc2data\triggerlibs\warcoopdata.galaxy	188746	Mend	 for (;; auto38C35668_u -= 1) {              auto38C35668_var = UnitGroupUnitFromEnd(auto38C35668_g, auto38C35668_u);              if (auto38C35668_var == null) { b
mods\liberty.sc2mod\base.sc2data\triggerlibs\libertylib.galaxy	51307	Mend	;      for (;; autoD0401743_u -= 1) {          lv_indexWorker = UnitGroupUnitFromEnd(autoD0401743_g, autoD0401743_u);          if (lv_indexWorker == null) { break; 
campaigns\libertystory.sc2campaign\base.sc2data\triggerlibs\campaignlib.galaxy	807042	Brutalisk	_ge_MapID_MapTTosh01)][1] = libCamp_ge_StoryResearchObject_ResearchObjectKilltheBrutalisk;      libCamp_gv_tS_ResearchMissionObjectCount[(libCamp_ge_MapID_MapTTosh01)][1
campaigns\libertystory.sc2campaign\base.sc2data\triggerlibs\campaignlib_h.galaxy	89112	Brutalisk	ll1500Zerg = 17;  const int libCamp_ge_StoryResearchObject_ResearchObjectKilltheBrutalisk = 18;  const int libCamp_ge_StoryResearchState_ResearchStateLocked = 0;  const 
mods\core.sc2mod\base.sc2data\triggerlibs\nativelib.galaxy	260208	Mend	l);      for (;; auto338A0609_u -= 1) {          lv_indexUnit = UnitGroupUnitFromEnd(auto338A0609_g, auto338A0609_u);          if (lv_indexUnit == null) { break; } 
mods\core.sc2mod\base.sc2data\triggerlibs\natives.galaxy	266965	Mend	group inGroup, int inIndex); // index is one-based  native unit UnitGroupUnitFromEnd (unitgroup inGroup, int inIndex);  native unit UnitGroupRandomUnit (unitgroup i
mods\core.sc2mod\base.sc2data\triggerlibs\requirementsai.galaxy	48788	Leviathan	st string c_AB_LeechResources            = "LeechResources";  const string c_AB_LeviathanCharge           = "LeviathanCharge";  const string c_AB_LiberatorDefenderMode  
mods\starcoop\starcoop.sc2mod\base.sc2data\triggerlibs\requirementsai.galaxy	51388	Leviathan	st string c_AB_LeechResources            = "LeechResources";  const string c_AB_LeviathanCharge           = "LeviathanCharge";  const string c_AB_LiberatorDefenderMode  
campaigns\swarm.sc2campaign\base.sc2data\texturereduction\texturereductionvalues.txt	38159	Leviathan	dds:5:6:7:8:5:  levi_abbase_diff.dds:9:9:9:9:6:  levi_abbase_nm.dds:9:9:9:9:6:  leviathan_ao-lightmap.dds:9:10:10:11:6:  leviathan_bubble2_emiss.dds:9:10:10:11:6:  levia
mods\liberty.sc2mod\base.sc2data\texturereduction\texturereductionvalues.txt	1038379	Abathur	ff_em.dds:6:7:7:8:6:  _base_extrastuff_nrm.dds:7:8:8:10:6:  075.dds:6:7:8:8:6:  abathur_ui_diff.dds:8:9:9:10:6:  abathur_ui_emiss.dds:7:8:9:10:6:  abathur_ui_norm.dds:
mods\swarm.sc2mod\base.sc2data\texturereduction\texturereductionvalues.txt	234964	Biomass	intestine_normal.dds:6:7:8:8:6:  bilelauncherintestine_specular.dds:6:7:8:8:6:  biomass_diff.dds:8:9:9:10:6:  biomass_emiss.dds:6:7:8:9:6:  biomass_norm.dds:8:9:9:10:6
mods\void.sc2mod\base.sc2data\texturereduction\texturereductionvalues.txt	335325	Abathur	2  abathurpi_brutalisk_gains_symbiote.dds:8:8:8:8:8:  abathurpi_brutalisk_unlocked.dds:8:8:8:8:8:  abathurpi_defiler_infestation_pit_unlock.dds:8:8:8:8:8:  abathurpi_r
